姓名,性别,年龄,婚姻状况,受教育程度,人生阶段,是否有车,通勤距离,通勤方式,职业,家庭编号,预期行为,行为时间,回家时间,house_ue_id,AGE,SEX,IDENTITY_ID,id,age_type
徐紫,女,36,未婚,小学及以下,上班族,有车,15分钟内,公共交通,教育,2478,去工作地,7时43分,18时15分,YSHY_6_1_024F_01,36,女性,8af911ff-82c7-42d6-a9df-e0d034ff30ba,8af911ff-82c7-42d6-a9df-e0d034ff30ba,teenager
郭武,男,7,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,1080,去学校,7时39分,15时59分,YSHY_2_1_028F_02,7,男性,61db8060-31b0-48ec-815d-bf72f5011ce1,61db8060-31b0-48ec-815d-bf72f5011ce1,child
高光,男,19,未婚,小学及以下,上班族,有车,60分钟以上,公共交通,建筑,1839,去工作地,7时40分,19时11分,YSHY_9_1_011F_03,19,男性,122cc0ec-45c3-46ea-a454-623dd2c58306,122cc0ec-45c3-46ea-a454-623dd2c58306,teenager
韩婷莹,女,19,未婚,初中,上班族,有车,15-30分钟,驾车,租赁/商务服务,1925,去工作地,7时59分,18时55分,YSHY_7_1_011F_03,19,女性,d2c18807-2bd3-4f7e-a7b6-91aff0251ef4,d2c18807-2bd3-4f7e-a7b6-91aff0251ef4,teenager
朱浩,男,54,未婚,初中,上班族,有车,30-60分钟,公共交通,交通运输/仓储/邮政,2294,去工作地,7时41分,18时21分,YSHY_3_1_025F_02,54,男性,d128163d-09b2-49ba-8033-c887175a6303,d128163d-09b2-49ba-8033-c887175a6303,middle-aged
魏涵,男,34,未婚,初中,自由职业,无车,15-30分钟,驾车,教育,2183,去小区公共场所,11时46分,15时41分,YSHY_3_1_022F_03,34,男性,c86dd2c9-7822-408d-b84d-a08c63787cc0,c86dd2c9-7822-408d-b84d-a08c63787cc0,teenager
孙燕倩,女,33,已婚,初中,上班族,有车,15分钟内,驾车,制造业,111,去工作地,8时17分,19时5分,YSHY_9_1_009F_02,33,女性,1256d15b-10fe-446f-8206-8eb8b7976436,1256d15b-10fe-446f-8206-8eb8b7976436,teenager
杨宇柏,男,33,未婚,小学及以下,上班族,无车,30-60分钟,公共交通,建筑,1697,去工作地,7时47分,17时12分,YSHY_8_1_003F_03,33,男性,5cf87658-61be-4554-8e36-e826ad0e0645,5cf87658-61be-4554-8e36-e826ad0e0645,teenager
杨泽,男,32,已婚,大专,上班族,无车,15-30分钟,公共交通,建筑,711,去工作地,7时39分,17时46分,YSHY_5_1_006F_03,32,男性,e575fd7a-5d51-46b8-ab46-19f5a0d50d21,e575fd7a-5d51-46b8-ab46-19f5a0d50d21,teenager
吴骏,男,38,未婚,硕士,上班族,无车,15-30分钟,驾车,交通运输/仓储/邮政,2031,去工作地,7时35分,18时36分,YSHY_3_1_030F_04,38,男性,70c7cb18-f3ef-442d-9a7a-78d6035842b2,70c7cb18-f3ef-442d-9a7a-78d6035842b2,teenager
罗唯敏,女,97,未婚,小学及以下,退休,有车,15分钟内,公共交通,制造业,1451,去小区商场,10时53分,15时52分,YSHY_5_1_021F_04,97,女性,1b84fb82-ba1a-4f14-b9fd-1eaf2b6e8c0f,1b84fb82-ba1a-4f14-b9fd-1eaf2b6e8c0f,old
蒋琳茹,女,49,未婚,小学及以下,上班族,有车,15分钟内,步行,教育,2381,去工作地,7时36分,17时46分,YSHY_7_1_006F_01,49,女性,141c7898-0327-4b21-ac90-7124f1060f15,141c7898-0327-4b21-ac90-7124f1060f15,middle-aged
田梅洁,女,36,已婚,初中,上班族,有车,15分钟内,驾车,批发和零售,369,去工作地,7时46分,19时17分,YSHY_7_1_019F_02,36,女性,58e64411-52a7-433a-ba88-a87250c1515b,58e64411-52a7-433a-ba88-a87250c1515b,teenager
马驰,男,85,未婚,小学及以下,退休,无车,15分钟内,驾车,制造业,2479,去小区商场,10时32分,15时17分,YSHY_8_1_009F_03,85,男性,c01d3534-6975-4b65-8a6a-eaee22435d33,c01d3534-6975-4b65-8a6a-eaee22435d33,old
郭梓明,男,10,未婚,小学及以下,未成年学生,无车,15-30分钟,其他,学生,876,去学校,7时39分,16时58分,YSHY_5_1_021F_02,10,男性,d85e9bd6-5c7f-4bd1-834a-88480f71a6c6,d85e9bd6-5c7f-4bd1-834a-88480f71a6c6,child
赵航,男,22,未婚,初中,上班族,有车,15-30分钟,驾车,金融,2178,去工作地,7时6分,17时49分,YSHY_11_1_015F_03,22,男性,5b4b1e0b-8f6e-47f3-846b-8f2b15f5bc5e,5b4b1e0b-8f6e-47f3-846b-8f2b15f5bc5e,teenager
赵唯,女,33,未婚,小学及以下,上班族,有车,15-30分钟,公共交通,卫生/公共安全,1742,去工作地,7时33分,17时48分,YSHY_9_1_027F_03,33,女性,da5298a4-3b5b-4c98-a18f-b6ba7fff9be5,da5298a4-3b5b-4c98-a18f-b6ba7fff9be5,teenager
曹宇,男,41,未婚,小学及以下,上班族,有车,60分钟以上,驾车,制造业,1977,去工作地,7时20分,19时22分,YSHY_1_1_022F_02,41,男性,9c24f3db-e7f7-47b2-977b-6bb96dcbe22e,9c24f3db-e7f7-47b2-977b-6bb96dcbe22e,middle-aged
何宗,男,41,已婚,小学及以下,上班族,无车,15-30分钟,驾车,卫生/公共安全,712,去工作地,7时48分,19时7分,YSHY_2_1_017F_01,41,男性,5a290706-e25b-481c-b325-0049dd51b5dc,5a290706-e25b-481c-b325-0049dd51b5dc,middle-aged
任红琳,女,10,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,632,去学校,7时28分,16时56分,YSHY_1_1_027F_04,10,女性,d5564602-29a1-4e7c-aaf9-777644dc6820,d5564602-29a1-4e7c-aaf9-777644dc6820,child
苏媛,女,13,未婚,小学及以下,未成年学生,无车,30-60分钟,驾车,学生,411,去学校,7时33分,17时33分,YSHY_1_1_009F_01,13,女性,571604d1-5ff4-4f3a-a01d-8bb90538e562,571604d1-5ff4-4f3a-a01d-8bb90538e562,child
苏洁,女,46,未婚,小学及以下,上班族,无车,15-30分钟,驾车,制造业,1776,去工作地,7时51分,18时12分,YSHY_11_1_006F_01,46,女性,cd3ec14b-a400-4e5f-b9bc-004051970573,cd3ec14b-a400-4e5f-b9bc-004051970573,middle-aged
肖波斌,男,20,未婚,小学及以下,上班族,无车,15-30分钟,驾车,交通运输/仓储/邮政,219,去工作地,8时8分,18时30分,YSHY_12_1_015F_03,20,男性,7a72dffc-447d-4669-b51b-b48b31b4bb16,7a72dffc-447d-4669-b51b-b48b31b4bb16,teenager
蔡霞,女,31,已婚,小学及以下,上班族,无车,30-60分钟,驾车,社会保障/公共管理,2,去工作地,7时28分,18时32分,YSHY_5_1_002F_04,31,女性,9701f867-655c-4054-a0d9-132fc4f143f7,9701f867-655c-4054-a0d9-132fc4f143f7,teenager
谢涛天,男,62,未婚,小学及以下,退休,无车,15分钟内,公共交通,教育,1528,去小区商场,9时10分,13时54分,YSHY_7_1_003F_04,62,男性,f9acacec-5d3e-41be-ba6f-5b5cbaa458b8,f9acacec-5d3e-41be-ba6f-5b5cbaa458b8,old
叶晓,男,81,未婚,小学及以下,上班族,有车,30-60分钟,公共交通,制造业,1557,去工作地,7时40分,19时37分,YSHY_13_1_011F_03,81,男性,9fb01793-79dc-4298-bbd6-18afc5ae1f1f,9fb01793-79dc-4298-bbd6-18afc5ae1f1f,old
何琴,女,81,未婚,小学及以下,退休,无车,15分钟内,驾车,制造业,1343,去小区商场,11时9分,16时8分,YSHY_10_1_028F_02,81,女性,6c33e713-a42a-48ff-b321-cce09a2a1888,6c33e713-a42a-48ff-b321-cce09a2a1888,old
陈涵,男,8,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,13,去学校,7时31分,15时59分,YSHY_4_1_022F_03,8,男性,184c9643-8cc1-4947-8d76-d4e8acc55e7e,184c9643-8cc1-4947-8d76-d4e8acc55e7e,child
郭勋,男,64,未婚,初中,退休,有车,15分钟内,公共交通,批发和零售,935,去小区商场,10时35分,15时17分,YSHY_6_1_006F_03,64,男性,1739a0d6-16df-432a-9847-66c22f7d0af3,1739a0d6-16df-432a-9847-66c22f7d0af3,old
张建,男,72,已婚,高中,自由职业,有车,15分钟内,公共交通,制造业,713,去小区公共场所,11时35分,13时58分,YSHY_11_1_019F_01,72,男性,192db5dd-da84-4373-92f2-e9d9a71b9c7d,192db5dd-da84-4373-92f2-e9d9a71b9c7d,old
孙珺,女,42,已婚,初中,上班族,有车,30-60分钟,驾车,制造业,167,去工作地,7时52分,18时23分,YSHY_8_1_004F_02,42,女性,85545c64-d356-433a-a4df-f5c23a54371f,85545c64-d356-433a-a4df-f5c23a54371f,middle-aged
袁健洋,男,53,未婚,初中,上班族,无车,15-30分钟,驾车,社会保障/公共管理,2095,去工作地,7时23分,18时42分,YSHY_2_1_022F_04,53,男性,f7bf3981-a840-4209-b298-a0504ebf89b3,f7bf3981-a840-4209-b298-a0504ebf89b3,middle-aged
梁璐丽,女,58,未婚,高中,退休,无车,15分钟内,驾车,建筑,1375,去小区商场,10时34分,15时44分,YSHY_3_1_020F_01,58,女性,475a0ca5-c92a-4964-a58b-a83f685519fa,475a0ca5-c92a-4964-a58b-a83f685519fa,old
谢莎,女,92,未婚,小学及以下,退休,有车,15分钟内,驾车,社会保障/公共管理,1399,去小区商场,9时51分,15时10分,YSHY_11_1_021F_04,92,女性,0f298d54-58c8-4012-b147-3df970c66037,0f298d54-58c8-4012-b147-3df970c66037,old
韩晓,男,7,未婚,小学及以下,未成年学生,无车,60分钟以上,驾车,学生,1167,去学校,7时26分,16时0分,YSHY_13_1_013F_04,7,男性,452f14b7-2868-4fb2-92c0-c12152681750,452f14b7-2868-4fb2-92c0-c12152681750,child
杜慧佳,女,96,已婚,小学及以下,退休,无车,15分钟内,驾车,教育,224,去小区商场,9时50分,14时41分,YSHY_4_1_022F_03,96,女性,6031684e-595a-4f4b-9de1-e5b84b3401c0,6031684e-595a-4f4b-9de1-e5b84b3401c0,old
蒋彦泽,男,87,已婚,小学及以下,退休,有车,15分钟内,驾车,金融,714,去小区商场,8时49分,13时38分,YSHY_5_1_024F_03,87,男性,a73b1168-d0f8-4729-947b-b02ea3b376af,a73b1168-d0f8-4729-947b-b02ea3b376af,old
梁宗武,男,4,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,1299,去学校,7时29分,15时59分,YSHY_3_1_028F_04,4,男性,f8c1fcb0-ee05-4fa9-b867-1a5eed0c1758,f8c1fcb0-ee05-4fa9-b867-1a5eed0c1758,child
罗浩,男,29,未婚,小学及以下,上班族,无车,15-30分钟,驾车,批发和零售,2480,去工作地,7时29分,19时4分,YSHY_2_1_002F_02,29,男性,1812bd2e-d150-4566-93b6-65db9912f8c7,1812bd2e-d150-4566-93b6-65db9912f8c7,teenager
谢慧,女,57,已婚,小学及以下,退休,无车,15分钟内,公共交通,制造业,875,去小区商场,9时36分,15时4分,YSHY_10_1_008F_04,57,女性,631370ad-1ac5-470b-a11f-36270370d05e,631370ad-1ac5-470b-a11f-36270370d05e,old
叶浩,男,46,未婚,初中,上班族,无车,15分钟内,公共交通,科研,2325,去工作地,7时39分,17时4分,YSHY_7_1_003F_02,46,男性,bb7408cf-fed6-430e-b911-c799e6062ca9,bb7408cf-fed6-430e-b911-c799e6062ca9,middle-aged
韩平超,男,57,未婚,小学及以下,上班族,有车,60分钟以上,驾车,采矿业,2481,去工作地,7时13分,18时22分,YSHY_7_1_009F_04,57,男性,dc2af265-5e52-4a26-ae51-692bc3ceeb26,dc2af265-5e52-4a26-ae51-692bc3ceeb26,old
朱莎,女,6,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,670,去学校,7时24分,15时58分,YSHY_9_1_002F_04,6,女性,ad0cbd82-91d8-4e6e-a041-c8ce1ed14d13,ad0cbd82-91d8-4e6e-a041-c8ce1ed14d13,child
孙敏,女,97,未婚,大专,上班族,无车,60分钟以上,公共交通,租赁/商务服务,2482,去工作地,7时24分,18时24分,YSHY_1_1_005F_01,97,女性,873cfa3f-7db7-4988-8cc7-247cd82c276c,873cfa3f-7db7-4988-8cc7-247cd82c276c,old
杨雪纯,女,92,未婚,高中,退休,有车,15分钟内,骑车,教育,2121,去小区商场,9时31分,15时0分,YSHY_11_1_009F_02,92,女性,fa331190-43c1-480c-bf59-6a9d6314a10d,fa331190-43c1-480c-bf59-6a9d6314a10d,old
丁俊,男,22,已婚,小学及以下,上班族,无车,15-30分钟,公共交通,建筑,715,去工作地,7时27分,17时44分,YSHY_5_1_007F_02,22,男性,24dbfaaa-0b7f-49ce-a033-8025123d3bf6,24dbfaaa-0b7f-49ce-a033-8025123d3bf6,teenager
梁莉,女,46,已婚,小学及以下,自由职业,有车,15分钟内,驾车,批发和零售,1234,去小区公共场所,11时7分,14时34分,YSHY_6_1_010F_01,46,女性,6ef725cc-0c67-43f4-8e10-ceb33d70ce00,6ef725cc-0c67-43f4-8e10-ceb33d70ce00,middle-aged
唐豪柏,男,55,未婚,大专,上班族,无车,30-60分钟,驾车,制造业,627,去工作地,7时15分,18时29分,YSHY_6_1_018F_03,55,男性,0f884560-d938-4afe-9aa4-ced176d0224f,0f884560-d938-4afe-9aa4-ced176d0224f,old
董琴晓,女,48,已婚,大专,上班族,无车,15-30分钟,驾车,批发和零售,923,去工作地,7时3分,18时57分,YSHY_4_1_001F_02,48,女性,33917280-5703-4b96-8bf6-3578c3bb71f9,33917280-5703-4b96-8bf6-3578c3bb71f9,middle-aged
林磊,男,42,未婚,大专,上班族,无车,30-60分钟,公共交通,教育,2483,去工作地,7时18分,19时13分,YSHY_9_1_013F_01,42,男性,c1173a2d-2b30-4f25-ac6d-f1ea5bf6a891,c1173a2d-2b30-4f25-ac6d-f1ea5bf6a891,middle-aged
陈峰晓,男,28,未婚,小学及以下,上班族,无车,15分钟内,驾车,教育,2484,去工作地,7时30分,18时46分,YSHY_8_1_015F_02,28,男性,108e024e-3f63-42c0-a8d3-f53b87076677,108e024e-3f63-42c0-a8d3-f53b87076677,teenager
朱涵,男,75,未婚,小学及以下,自由职业,无车,30-60分钟,其他,教育,1890,去小区公共场所,11时22分,14时33分,YSHY_8_1_014F_02,75,男性,84e24998-ac3b-4704-b481-3d534e5050d1,84e24998-ac3b-4704-b481-3d534e5050d1,old
邓杰博,男,57,未婚,小学及以下,上班族,有车,15-30分钟,驾车,教育,2425,去工作地,7时51分,17时31分,YSHY_3_1_025F_03,57,男性,071a01a8-b7c5-4cd6-92bf-119fd71a91a6,071a01a8-b7c5-4cd6-92bf-119fd71a91a6,old
许娟燕,女,36,已婚,小学及以下,自由职业,有车,15-30分钟,驾车,制造业,1048,去小区公共场所,12时4分,13时5分,YSHY_2_1_004F_03,36,女性,e7934ae8-448f-4ea4-8dd1-dbf1313d1b52,e7934ae8-448f-4ea4-8dd1-dbf1313d1b52,teenager
任光明,男,42,未婚,小学及以下,上班族,有车,30-60分钟,驾车,交通运输/仓储/邮政,2481,去工作地,8时2分,17时52分,YSHY_7_1_009F_04,42,男性,128b0ad8-ab3a-418c-bd36-53d2cc14bc30,128b0ad8-ab3a-418c-bd36-53d2cc14bc30,middle-aged
魏妍茹,女,7,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,1123,去学校,7时36分,15时59分,YSHY_10_1_013F_01,7,女性,fe4a8c33-4d40-4398-b557-d48319e370d5,fe4a8c33-4d40-4398-b557-d48319e370d5,child
沈紫婷,女,51,未婚,初中,上班族,有车,15-30分钟,驾车,卫生/公共安全,1516,去工作地,7时25分,18时43分,YSHY_9_1_023F_02,51,女性,60cd6065-f395-4373-895a-f91cbc53d854,60cd6065-f395-4373-895a-f91cbc53d854,middle-aged
余骏,男,39,未婚,初中,上班族,无车,15分钟内,驾车,制造业,1178,去工作地,7时40分,18时44分,YSHY_4_1_004F_02,39,男性,62f203eb-046b-40f7-a476-e707efc6e8fa,62f203eb-046b-40f7-a476-e707efc6e8fa,teenager
韩倩,女,94,已婚,初中,退休,有车,15分钟内,公共交通,制造业,987,去小区商场,9时19分,14时19分,YSHY_7_1_026F_02,94,女性,f27af5ae-56a3-4531-b518-bebd84e835ea,f27af5ae-56a3-4531-b518-bebd84e835ea,old
肖勇杰,男,77,未婚,小学及以下,退休,有车,15分钟内,驾车,教育,1875,去小区商场,9时9分,13时49分,YSHY_9_1_018F_02,77,男性,5f23ed80-a39b-467d-855c-1c67c04bbad6,5f23ed80-a39b-467d-855c-1c67c04bbad6,old
魏珺雪,女,58,未婚,初中,上班族,无车,15分钟内,驾车,教育,2485,去工作地,7时51分,17时58分,YSHY_6_1_004F_01,58,女性,fc3d5633-5339-40b0-8002-64a6eb31cb4f,fc3d5633-5339-40b0-8002-64a6eb31cb4f,old
余唯莉,女,33,未婚,小学及以下,上班族,有车,15-30分钟,驾车,制造业,2340,去工作地,7时24分,17时16分,YSHY_7_1_004F_04,33,女性,9cf02346-23cf-4dc2-adcf-393bd082e712,9cf02346-23cf-4dc2-adcf-393bd082e712,teenager
王磊刚,男,0,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,48,去学校,7时36分,16时1分,YSHY_13_1_007F_04,0,男性,e4a6205b-4795-431a-8f4d-fa8e0af1efdf,e4a6205b-4795-431a-8f4d-fa8e0af1efdf,old
胡茹秀,女,36,已婚,高中,上班族,无车,15-30分钟,驾车,教育,1245,去工作地,7时57分,19时31分,YSHY_8_1_017F_02,36,女性,1bb3b51c-5841-4670-95f6-8c73eea6d1ed,1bb3b51c-5841-4670-95f6-8c73eea6d1ed,teenager
杜紫,女,57,未婚,小学及以下,退休,有车,15分钟内,公共交通,信息/软件技术,2001,去小区商场,9时9分,14时7分,YSHY_8_1_014F_04,57,女性,defd4ca3-e162-4b39-840f-6f4ceac9f20d,defd4ca3-e162-4b39-840f-6f4ceac9f20d,old
田婷璐,女,86,未婚,初中,退休,有车,15分钟内,公共交通,制造业,2366,去小区商场,9时6分,14时5分,YSHY_12_1_022F_03,86,女性,81d35a39-7d13-43f4-85db-072c63375d2f,81d35a39-7d13-43f4-85db-072c63375d2f,old
苏晓,男,56,已婚,本科,自由职业,有车,15分钟内,驾车,科研,716,去小区公共场所,10时50分,14时10分,YSHY_11_1_018F_02,56,男性,4310356c-faed-4af0-b323-fb4f7f002f5b,4310356c-faed-4af0-b323-fb4f7f002f5b,old
朱茹,女,27,未婚,高中,上班族,有车,15分钟内,公共交通,制造业,2191,去工作地,7时58分,17时49分,YSHY_1_1_022F_01,27,女性,28a026d7-7e33-4f06-b92d-e58181ebd6a7,28a026d7-7e33-4f06-b92d-e58181ebd6a7,teenager
刘媛,女,64,已婚,小学及以下,上班族,有车,30-60分钟,驾车,金融,228,去工作地,7时50分,19时21分,YSHY_10_1_023F_03,64,女性,a1822b7e-8e5b-4881-814a-92fcd0edf0ca,a1822b7e-8e5b-4881-814a-92fcd0edf0ca,old
胡学,男,56,已婚,本科,上班族,有车,15-30分钟,公共交通,自然资源,717,去工作地,7时54分,18时48分,YSHY_11_1_009F_04,56,男性,28696f3d-025f-4082-9a3d-73a287c35c03,28696f3d-025f-4082-9a3d-73a287c35c03,old
唐珺,女,28,未婚,初中,上班族,无车,15-30分钟,驾车,房地产,2486,去工作地,7时39分,19时4分,YSHY_2_1_009F_02,28,女性,9663e9c8-a2c2-46fa-aa42-dd3d544f9b4c,9663e9c8-a2c2-46fa-aa42-dd3d544f9b4c,teenager
杨博航,男,29,已婚,小学及以下,上班族,有车,15分钟内,骑车,制造业,718,去工作地,7时19分,17时21分,YSHY_6_1_002F_02,29,男性,9c28e8c1-0de6-42dc-bb5e-e500d5b75289,9c28e8c1-0de6-42dc-bb5e-e500d5b75289,teenager
朱唯,女,77,已婚,小学及以下,退休,无车,15分钟内,驾车,房地产,1251,去小区商场,9时54分,14时41分,YSHY_7_1_003F_03,77,女性,7c8376be-caad-4c03-a986-f5802aaea794,7c8376be-caad-4c03-a986-f5802aaea794,old
吕宗涛,男,92,已婚,高中,退休,无车,15分钟内,骑车,制造业,719,去小区商场,11时5分,15时47分,YSHY_10_1_018F_03,92,男性,864a8422-c043-4f32-9a80-5225bb8ff205,864a8422-c043-4f32-9a80-5225bb8ff205,old
肖洁妍,女,47,未婚,小学及以下,上班族,有车,30-60分钟,驾车,公共设施,2128,去工作地,7时43分,18时0分,YSHY_8_1_019F_03,47,女性,4c613153-680f-402e-8dce-02193384bb4f,4c613153-680f-402e-8dce-02193384bb4f,middle-aged
吕萍,女,39,已婚,小学及以下,上班族,无车,15-30分钟,驾车,建筑,1028,去工作地,7时53分,17时59分,YSHY_6_1_024F_03,39,女性,8bce94b7-09de-4f44-b1d0-214b93aae8b6,8bce94b7-09de-4f44-b1d0-214b93aae8b6,teenager
吕梅燕,女,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,1015,去学校,7时33分,15时56分,YSHY_6_1_022F_04,2,女性,7cd6b641-dd43-4b9b-8f06-d785d4918f7a,7cd6b641-dd43-4b9b-8f06-d785d4918f7a,child
程强,男,55,未婚,初中,上班族,有车,15-30分钟,驾车,制造业,1859,去工作地,7时25分,18时25分,YSHY_6_1_011F_03,55,男性,bb51ab37-f01d-4b3a-b32e-87a8e61b0b9f,bb51ab37-f01d-4b3a-b32e-87a8e61b0b9f,old
刘舟,男,21,未婚,初中,自由职业,无车,15-30分钟,驾车,制造业,2487,去小区公共场所,10时19分,15时39分,YSHY_13_1_017F_01,21,男性,5d35d654-4f2e-4446-beb0-7288b68d9103,5d35d654-4f2e-4446-beb0-7288b68d9103,teenager
陈学波,男,0,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,612,去学校,7时30分,15时59分,YSHY_3_1_010F_03,0,男性,424e8198-9af0-4c19-9f99-fd6eea5a7626,424e8198-9af0-4c19-9f99-fd6eea5a7626,old
肖梓学,男,32,已婚,小学及以下,上班族,无车,30-60分钟,驾车,制造业,720,去工作地,7时3分,17时48分,YSHY_3_1_017F_02,32,男性,68edb327-35ac-4af1-852a-828faadd5124,68edb327-35ac-4af1-852a-828faadd5124,teenager
罗文,男,25,已婚,初中,上班族,有车,15-30分钟,驾车,卫生/公共安全,721,去工作地,7时43分,18时42分,YSHY_5_1_011F_01,25,男性,59099df1-4982-4efd-8905-7c18a835f81f,59099df1-4982-4efd-8905-7c18a835f81f,teenager
何莹,女,8,未婚,小学及以下,未成年学生,无车,30-60分钟,公共交通,学生,348,去学校,7时27分,16时2分,YSHY_9_1_027F_04,8,女性,30bccf35-36b0-440c-962c-fd7616f4d0fb,30bccf35-36b0-440c-962c-fd7616f4d0fb,child
冯梓,男,54,未婚,硕士,上班族,无车,60分钟以上,驾车,科研,1927,去工作地,7时17分,18时8分,YSHY_7_1_026F_01,54,男性,cf830494-7e12-47ce-a726-1f0cadf1249c,cf830494-7e12-47ce-a726-1f0cadf1249c,middle-aged
胡骏,男,37,未婚,小学及以下,上班族,有车,15分钟内,驾车,社会保障/公共管理,2254,去工作地,7时47分,17时42分,YSHY_10_1_002F_01,37,男性,88fe097c-f111-4e4d-88d3-8fbd28cce4d6,88fe097c-f111-4e4d-88d3-8fbd28cce4d6,teenager
曾骏光,男,20,未婚,小学及以下,上班族,无车,15-30分钟,驾车,教育,1902,去工作地,7时59分,19时29分,YSHY_4_1_017F_03,20,男性,a9151dcf-2aa1-4981-8e0f-9833c23a8f28,a9151dcf-2aa1-4981-8e0f-9833c23a8f28,teenager
郭钊宗,男,51,已婚,初中,上班族,有车,30-60分钟,驾车,社会保障/公共管理,722,去工作地,7时8分,18时13分,YSHY_5_1_007F_01,51,男性,c89cb33c-fdec-48b8-88cc-097b2f3fca7c,c89cb33c-fdec-48b8-88cc-097b2f3fca7c,middle-aged
张平,男,91,未婚,初中,上班族,有车,15-30分钟,驾车,批发和零售,2488,去工作地,7时37分,18时13分,YSHY_3_1_021F_04,91,男性,bb0652f4-36e8-4258-8118-5ff47d4005a3,bb0652f4-36e8-4258-8118-5ff47d4005a3,old
张彦政,男,23,未婚,小学及以下,自由职业,无车,30-60分钟,驾车,租赁/商务服务,2489,去小区公共场所,11时4分,15时52分,YSHY_9_1_003F_01,23,男性,8fc44e8a-6e48-4ddd-a1fb-c90cdef1758a,8fc44e8a-6e48-4ddd-a1fb-c90cdef1758a,teenager
蔡珊,女,23,已婚,小学及以下,上班族,有车,30-60分钟,驾车,建筑,763,去工作地,8时0分,19时16分,YSHY_9_1_028F_03,23,女性,94f3143c-c95b-4021-9bbf-6bc37bc90312,94f3143c-c95b-4021-9bbf-6bc37bc90312,teenager
叶武,男,16,未婚,小学及以下,自由职业,无车,30-60分钟,驾车,信息/软件技术,97,去小区公共场所,11时47分,17时12分,YSHY_2_1_031F_04,16,男性,61a54ed1-da98-4bb1-af1b-b77346a54dc8,61a54ed1-da98-4bb1-af1b-b77346a54dc8,child
曾柏,男,55,未婚,小学及以下,自由职业,有车,15-30分钟,公共交通,社会保障/公共管理,2490,去小区公共场所,11时11分,14时15分,YSHY_1_1_029F_04,55,男性,269874f4-c81f-42be-a456-0463fc09488b,269874f4-c81f-42be-a456-0463fc09488b,old
